Row ID,Order Date,City,State,Category,Sub-Category,Sales,Quantity,Profit,Year_Month
391,2017-12-11,New York City,New York,Technology,Accessories,39.98,2,13.593199999999996,2017-12
392,2014-09-21,Des Moines,Washington,Technology,Phones,246.384,2,27.718199999999968,2014-09
402,2016-09-08,Houston,Texas,Technology,Accessories,57.584,2,0.7197999999999993,2016-09
406,2017-12-08,San Francisco,California,Technology,Accessories,179.95000000000002,5,37.7895,2017-12
422,2014-06-22,Louisville,Colorado,Technology,Accessories,196.752,6,56.56620000000001,2014-06
428,2014-09-12,New Rochelle,New York,Technology,Machines,69.99,1,30.0957,2014-09
431,2016-04-15,Gastonia,North Carolina,Technology,Accessories,408.744,7,76.63949999999998,2016-04
432,2016-04-15,Gastonia,North Carolina,Technology,Accessories,291.96,5,54.74249999999998,2016-04
436,2014-12-19,Jacksonville,Florida,Technology,Accessories,247.8,5,-18.584999999999997,2014-12
437,2016-06-12,Chicago,Illinois,Technology,Machines,1007.979,3,43.19910000000005,2016-06
453,2016-04-01,Auburn,New York,Technology,Phones,35.12,4,9.1312,2016-04
456,2016-12-13,Norman,Oklahoma,Technology,Accessories,63.88,4,24.913200000000003,2016-12
474,2014-11-09,San Francisco,California,Technology,Phones,703.9680000000001,4,87.99599999999992,2014-11
478,2016-07-12,Los Angeles,California,Technology,Phones,95.76,6,7.181999999999995,2016-07
482,2014-10-06,San Diego,California,Technology,Accessories,9.09,3,1.9089,2014-10
484,2014-07-22,New York City,New York,Technology,Accessories,159.98,2,57.5928,2014-07
487,2017-06-10,Los Angeles,California,Technology,Phones,279.96,5,17.497500000000016,2017-06
489,2014-06-09,Huntsville,Texas,Technology,Phones,7.992000000000001,1,0.5994000000000002,2014-06
490,2014-06-09,Huntsville,Texas,Technology,Accessories,63.98400000000001,2,10.397399999999998,2014-06
494,2016-05-09,Seattle,Washington,Technology,Accessories,93.98,2,13.157200000000003,2016-05
512,2017-11-26,Gladstone,Missouri,Technology,Accessories,38.04,2,12.1728,2017-11
520,2015-03-22,Houston,Texas,Technology,Accessories,18.392,1,5.2877,2015-03
524,2016-05-21,Los Angeles,California,Technology,Phones,55.176,3,-12.414599999999997,2016-05
525,2016-05-21,Los Angeles,California,Technology,Accessories,66.26,2,27.166600000000003,2016-05
542,2016-07-14,Tucson,Arizona,Technology,Phones,380.864,8,38.086400000000026,2016-07
544,2014-05-11,Fort Worth,Texas,Technology,Accessories,58.112,2,7.263999999999994,2014-05
545,2014-05-11,Fort Worth,Texas,Technology,Phones,100.792,1,6.299500000000002,2014-05
566,2017-12-07,Los Angeles,California,Technology,Phones,374.376,3,46.79699999999998,2017-12
574,2017-12-28,New York City,New York,Technology,Phones,14.85,3,4.0095,2017-12
582,2017-12-01,Denver,Colorado,Technology,Phones,470.3760000000001,3,52.91729999999996,2017-12
583,2017-12-01,Denver,Colorado,Technology,Phones,105.584,2,9.238600000000003,2017-12
586,2017-12-01,Denver,Colorado,Technology,Phones,406.368,4,30.47759999999998,2017-12
589,2016-03-20,Salem,Oregon,Technology,Phones,84.784,2,-20.13620000000001,2016-03
594,2014-01-09,Laredo,Texas,Technology,Accessories,31.200000000000003,3,9.749999999999996,2014-01
597,2014-08-08,San Diego,California,Technology,Phones,445.96,5,55.74499999999995,2014-08
600,2016-07-16,Philadelphia,Pennsylvania,Technology,Phones,143.98199999999997,3,-28.79640000000001,2016-07
610,2014-05-23,Philadelphia,Pennsylvania,Technology,Phones,55.188,2,-10.117800000000004,2014-05
611,2016-04-28,Dallas,Texas,Technology,Phones,369.576,3,41.57729999999995,2016-04
620,2017-08-18,New York City,New York,Technology,Phones,37.91,1,10.993899999999996,2017-08
632,2016-12-11,Aurora,Colorado,Technology,Accessories,119.8,5,29.950000000000003,2016-12
633,2016-12-11,Aurora,Colorado,Technology,Phones,300.768,4,30.07680000000001,2016-12
634,2017-09-24,Miami,Florida,Technology,Accessories,17.880000000000003,3,2.458499999999999,2017-09
644,2017-06-10,Rochester Hills,Michigan,Technology,Accessories,132.52,4,54.333200000000005,2017-06
650,2016-12-11,Vancouver,Washington,Technology,Phones,302.376,3,22.678200000000015,2016-12
651,2016-12-11,Vancouver,Washington,Technology,Accessories,316.0,4,31.59999999999997,2016-12
654,2017-06-19,New York City,New York,Technology,Accessories,103.12,8,10.311999999999998,2017-06
668,2017-06-08,Dallas,Texas,Technology,Phones,381.576,3,28.6182,2017-06
676,2017-12-05,Columbus,Indiana,Technology,Accessories,99.39,3,40.7499,2017-12
678,2017-03-18,Tyler,Texas,Technology,Accessories,27.816000000000003,3,4.520099999999996,2017-03
686,2014-07-05,Jackson,Mississippi,Technology,Accessories,479.97,3,163.1898,2014-07
691,2014-06-21,Waynesboro,Virginia,Technology,Phones,284.82,1,74.0532,2014-06
693,2015-03-28,Los Angeles,California,Technology,Accessories,166.24,1,24.936000000000007,2015-03
707,2014-09-12,Cary,North Carolina,Technology,Accessories,15.216,1,2.282399999999999,2014-09
708,2014-12-02,New York City,New York,Technology,Accessories,119.96,4,52.78240000000001,2014-12
714,2017-05-19,Mount Vernon,New York,Technology,Phones,307.98,2,89.31419999999997,2017-05
715,2017-05-19,Mount Vernon,New York,Technology,Accessories,299.97,3,113.9886,2017-05
727,2017-09-16,Austin,Texas,Technology,Phones,55.992,1,5.5992000000000015,2017-09
734,2017-01-21,Seattle,Washington,Technology,Accessories,179.97,3,86.38560000000001,2017-01
739,2014-09-08,San Francisco,California,Technology,Accessories,49.98,2,8.496599999999994,2014-09
749,2016-03-20,Evanston,Illinois,Technology,Phones,11.992,1,0.8993999999999991,2016-03
758,2014-12-29,Cottage Grove,Minnesota,Technology,Accessories,119.8,4,47.92,2014-12
763,2015-02-08,Columbus,Ohio,Technology,Phones,107.982,3,-26.995499999999996,2015-02
772,2017-01-30,Des Moines,Iowa,Technology,Phones,207.0,3,51.75,2017-01
783,2015-10-03,Columbus,Ohio,Technology,Accessories,24.0,2,-2.6999999999999997,2015-10
785,2015-10-03,Columbus,Ohio,Technology,Accessories,47.984,2,0.5997999999999966,2015-10
802,2017-02-20,San Diego,California,Technology,Phones,215.968,2,18.89719999999999,2017-02
809,2015-02-03,Omaha,Nebraska,Technology,Accessories,149.97,3,50.9898,2015-02
813,2014-10-13,Edmonds,Washington,Technology,Accessories,25.78,2,2.5779999999999994,2014-10
823,2017-06-20,Belleville,New Jersey,Technology,Accessories,239.97,3,71.99099999999999,2017-06
825,2014-05-09,San Francisco,California,Technology,Accessories,67.8,4,4.067999999999998,2014-05
826,2014-05-09,San Francisco,California,Technology,Accessories,167.97,3,40.31280000000001,2014-05
832,2017-06-16,Florence,Kentucky,Technology,Phones,191.98,2,51.8346,2017-06
833,2017-06-16,Florence,Kentucky,Technology,Phones,65.99,1,17.157400000000003,2017-06
839,2016-03-07,Fort Worth,Texas,Technology,Phones,21.072,3,1.5804,2016-03
847,2015-10-13,Louisville,Kentucky,Technology,Phones,83.72,7,23.441600000000005,2015-10
850,2014-02-07,Linden,New Jersey,Technology,Accessories,115.36,7,49.60480000000001,2014-02
863,2016-01-05,Jacksonville,Florida,Technology,Accessories,191.472,6,40.6878,2016-01
865,2016-01-05,Jacksonville,Florida,Technology,Phones,59.184000000000005,2,5.178600000000001,2016-01
871,2016-09-03,Philadelphia,Pennsylvania,Technology,Phones,280.78200000000004,3,-46.797000000000025,2016-09
877,2016-01-17,Concord,New Hampshire,Technology,Accessories,29.99,1,13.195600000000002,2016-01
878,2016-01-17,Concord,New Hampshire,Technology,Accessories,371.97,3,66.95459999999997,2016-01
890,2017-06-20,New Rochelle,New York,Technology,Accessories,149.95,5,14.994999999999994,2017-06
894,2017-06-26,Detroit,Michigan,Technology,Phones,543.92,8,135.98000000000002,2017-06
903,2017-09-15,Chicago,Illinois,Technology,Phones,323.97600000000006,3,20.248499999999996,2017-09
908,2017-12-30,New York City,New York,Technology,Phones,90.93,7,2.7278999999999964,2017-12
915,2017-11-27,Milwaukee,Wisconsin,Technology,Accessories,143.73000000000002,9,56.05470000000001,2017-11
922,2015-04-11,New York City,New York,Technology,Accessories,85.14,3,34.9074,2015-04
923,2015-04-11,New York City,New York,Technology,Phones,21.99,1,10.5552,2015-04
927,2014-09-13,Philadelphia,Pennsylvania,Technology,Accessories,252.00000000000003,5,53.55,2014-09
938,2017-11-05,Farmington,New Mexico,Technology,Accessories,159.99,1,54.39659999999999,2017-11
957,2017-05-15,Phoenix,Arizona,Technology,Phones,29.592,1,2.5893000000000006,2017-05
972,2014-01-16,Philadelphia,Pennsylvania,Technology,Phones,124.2,3,-31.05000000000001,2014-01
975,2017-10-05,New York City,New York,Technology,Phones,160.92999999999998,7,3.218600000000009,2017-10
983,2014-11-11,Louisville,Colorado,Technology,Phones,559.984,2,55.99840000000003,2014-11
987,2017-09-29,Pasadena,Texas,Technology,Machines,336.51,3,44.86799999999997,2017-09
996,2014-05-21,Virginia Beach,Virginia,Technology,Phones,617.97,3,173.0316,2014-05
1010,2017-08-01,Chicago,Illinois,Technology,Phones,95.984,2,5.999000000000002,2017-08
1015,2015-12-21,Seattle,Washington,Technology,Accessories,99.6,1,36.852,2015-12
1019,2015-07-06,New York City,New York,Technology,Phones,124.95,5,2.4990000000000023,2015-07
1028,2016-01-11,Springfield,Ohio,Technology,Phones,15.588,2,-9.8724,2016-01
1030,2014-07-11,Hackensack,New Jersey,Technology,Phones,197.97,3,57.41129999999999,2014-07
1042,2016-09-06,New York City,New York,Technology,Accessories,31.86,2,11.151,2016-09
1050,2014-05-27,San Francisco,California,Technology,Accessories,99.99,1,37.9962,2014-05
1065,2015-04-16,Toledo,Ohio,Technology,Phones,118.78199999999998,3,-27.715799999999994,2015-04
1076,2016-11-12,Mesa,Arizona,Technology,Accessories,31.984,2,1.998999999999998,2016-11
1088,2016-08-15,Oakland,California,Technology,Phones,71.976,3,7.197600000000005,2016-08
1091,2017-06-04,Monroe,North Carolina,Technology,Phones,71.98400000000001,2,25.194399999999995,2017-06
1093,2015-12-06,San Diego,California,Technology,Phones,219.18400000000003,2,19.178600000000003,2015-12
1101,2016-06-14,San Francisco,California,Technology,Accessories,29.29,1,9.665699999999998,2016-06
1111,2016-11-19,Houston,Texas,Technology,Phones,71.96,5,25.186,2016-11
1116,2017-12-18,Encinitas,California,Technology,Accessories,119.98,2,57.5904,2017-12
1119,2015-09-04,Roswell,Georgia,Technology,Accessories,619.9499999999999,5,111.59099999999997,2015-09
1150,2015-04-04,Lansing,Michigan,Technology,Phones,10.95,1,0.4379999999999988,2015-04
1163,2014-03-03,New York City,New York,Technology,Phones,9.99,1,4.5954,2014-03
1167,2015-11-02,Seattle,Washington,Technology,Accessories,447.93,9,49.27229999999999,2015-11
1179,2016-12-01,Rockville,Maryland,Technology,Phones,179.97,3,44.99250000000001,2016-12
1180,2016-04-24,Houston,Texas,Technology,Accessories,258.696,3,64.674,2016-04
1184,2017-01-14,Jacksonville,North Carolina,Technology,Phones,7.92,5,0.6930000000000001,2017-01
1190,2017-02-26,Los Angeles,California,Technology,Phones,889.5360000000001,8,66.71519999999998,2017-02
1198,2016-04-08,Houston,Texas,Technology,Accessories,431.92800000000005,9,64.78919999999995,2016-04
1206,2017-08-01,Charlotte,North Carolina,Technology,Phones,271.96,5,16.997500000000016,2017-08
1217,2017-09-09,Philadelphia,Pennsylvania,Technology,Accessories,95.88,3,28.764000000000006,2017-09
1219,2017-09-09,Philadelphia,Pennsylvania,Technology,Accessories,258.696,3,64.674,2017-09
1222,2014-07-12,Los Angeles,California,Technology,Phones,255.93600000000004,8,28.79279999999997,2014-07
1224,2016-12-04,New York City,New York,Technology,Accessories,78.15,1,34.38600000000001,2016-12
1234,2016-05-30,Cincinnati,Ohio,Technology,Copiers,839.9879999999999,2,69.99899999999991,2016-05
1242,2016-08-29,New York City,New York,Technology,Phones,22.0,4,5.5,2016-08
1255,2017-03-10,Chester,Pennsylvania,Technology,Phones,35.91,3,-8.379000000000003,2017-03
1260,2016-12-24,Charlotte,North Carolina,Technology,Accessories,255.68000000000004,8,76.70400000000001,2016-12
1261,2017-10-23,Jacksonville,Florida,Technology,Phones,863.8799999999999,3,107.98499999999996,2017-10
1264,2016-10-01,La Porte,Indiana,Technology,Phones,69.9,2,18.873000000000005,2016-10
1277,2016-05-26,Fort Worth,Texas,Technology,Accessories,63.992,1,-7.199099999999996,2016-05
1279,2014-09-08,Macon,Georgia,Technology,Accessories,32.97,3,12.8583,2014-09
1280,2014-09-08,Macon,Georgia,Technology,Accessories,83.88,4,30.1968,2014-09
1281,2016-09-05,Cedar Rapids,Iowa,Technology,Phones,278.4,3,80.73599999999998,2016-09
1299,2016-12-08,Saint Paul,Minnesota,Technology,Phones,114.95,5,2.2990000000000066,2016-12
1305,2017-07-03,Columbus,Georgia,Technology,Phones,287.97,3,77.75189999999999,2017-07
1306,2016-07-14,Houston,Texas,Technology,Phones,419.944,7,52.49299999999997,2016-07
1318,2017-12-10,Philadelphia,Pennsylvania,Technology,Accessories,14.2,1,3.372499999999999,2017-12
1319,2014-07-01,Deltona,Florida,Technology,Phones,575.92,2,71.98999999999998,2014-07
1331,2017-06-02,Lorain,Ohio,Technology,Phones,2.97,1,-0.6435000000000002,2017-06
1339,2017-03-31,New York City,New York,Technology,Phones,677.58,3,176.1708,2017-03
1341,2017-01-02,Jacksonville,North Carolina,Technology,Machines,695.7,2,-27.82799999999997,2017-01
1353,2017-05-04,San Francisco,California,Technology,Phones,183.96,5,20.69549999999999,2017-05
1363,2017-10-19,Philadelphia,Pennsylvania,Technology,Phones,309.576,4,-56.755600000000015,2017-10
1365,2017-11-10,Tucson,Arizona,Technology,Machines,95.994,2,-63.99599999999998,2017-11
1366,2017-11-10,Tucson,Arizona,Technology,Accessories,239.95200000000003,6,-35.99280000000004,2017-11
1367,2017-11-10,Tucson,Arizona,Technology,Phones,201.584,2,15.118800000000007,2017-11
1372,2017-03-07,Clinton,Maryland,Technology,Accessories,49.08,3,4.907999999999998,2017-03
1379,2014-08-04,Pleasant Grove,Utah,Technology,Phones,399.96,5,34.99649999999997,2014-08
1389,2016-02-05,Smyrna,Georgia,Technology,Phones,104.85,3,28.309500000000007,2016-02
1390,2016-02-05,Smyrna,Georgia,Technology,Phones,484.83,3,126.05580000000002,2016-02
1399,2016-11-24,New York City,New York,Technology,Accessories,88.4,4,11.492000000000004,2016-11
1401,2016-11-01,Salem,Virginia,Technology,Phones,21.8,2,6.104000000000001,2016-11
1407,2014-04-06,Philadelphia,Pennsylvania,Technology,Accessories,116.784,2,21.89699999999999,2014-04
1415,2017-01-28,Costa Mesa,California,Technology,Accessories,239.97,3,26.39670000000001,2017-01
1417,2015-09-21,Houston,Texas,Technology,Phones,946.344,7,118.29299999999988,2015-09
1418,2015-09-21,Houston,Texas,Technology,Accessories,151.20000000000002,3,32.13,2015-09
1425,2015-09-26,Mesa,Arizona,Technology,Phones,263.96000000000004,5,23.09650000000001,2015-09
1431,2017-11-26,Columbus,Ohio,Technology,Phones,220.752,8,-40.47120000000001,2017-11
1438,2015-10-15,Amarillo,Texas,Technology,Accessories,263.88,3,42.88050000000001,2015-10
1448,2017-06-13,Chicago,Illinois,Technology,Phones,47.984,2,5.997999999999992,2017-06
1450,2015-05-01,Los Angeles,California,Technology,Phones,88.752,3,11.093999999999998,2015-05
1463,2016-08-26,Pasadena,Texas,Technology,Accessories,159.984,2,43.9956,2016-08
1467,2014-08-08,Glendale,Arizona,Technology,Accessories,95.976,3,-10.79730000000001,2014-08
1468,2015-05-16,Jacksonville,Florida,Technology,Accessories,255.968,4,31.99599999999997,2015-05
1479,2017-11-19,Westminster,California,Technology,Phones,31.968000000000004,4,2.3976000000000006,2017-11
1485,2016-10-14,Seattle,Washington,Technology,Accessories,177.0,3,30.089999999999986,2016-10
1488,2015-11-03,Los Angeles,California,Technology,Accessories,89.97,3,37.787400000000005,2015-11
1503,2016-11-24,Los Angeles,California,Technology,Phones,33.52,2,3.3519999999999985,2016-11
1538,2017-09-15,Everett,Massachusetts,Technology,Phones,39.99,1,11.597099999999998,2017-09
1550,2014-07-06,New York City,New York,Technology,Copiers,559.9920000000001,1,174.99749999999997,2014-07
1556,2017-09-04,Long Beach,New York,Technology,Accessories,91.96,4,39.5428,2017-09
1566,2015-03-19,Seattle,Washington,Technology,Phones,453.576,3,39.68789999999999,2015-03
1567,2015-11-29,Allen,Texas,Technology,Accessories,21.48,3,-0.268500000000003,2015-11
1573,2014-11-23,Los Angeles,California,Technology,Accessories,29.99,1,6.297899999999999,2014-11
1575,2014-12-15,El Paso,Texas,Technology,Phones,40.68,3,-9.153000000000004,2014-12
1580,2015-08-09,New York City,New York,Technology,Phones,307.98,2,89.31419999999997,2015-08
1589,2015-08-09,New York City,New York,Technology,Accessories,247.8,4,34.69200000000001,2015-08
1593,2015-06-23,Olympia,Washington,Technology,Phones,201.568,4,22.676399999999997,2015-06
1605,2016-04-19,Los Angeles,California,Technology,Phones,39.96000000000001,5,12.986999999999997,2016-04
1612,2014-05-26,Los Angeles,California,Technology,Phones,201.584,2,20.15840000000001,2014-05
1613,2014-05-26,Los Angeles,California,Technology,Phones,83.98400000000001,2,31.494,2014-05
1615,2016-03-15,Philadelphia,Pennsylvania,Technology,Accessories,83.97600000000001,3,-13.6461,2016-03
1624,2017-07-08,Kent,Washington,Technology,Accessories,50.0,2,10.5,2017-07
1625,2015-12-19,Los Angeles,California,Technology,Phones,675.96,5,84.49499999999995,2015-12
1635,2016-05-08,Cleveland,Ohio,Technology,Accessories,58.112,2,7.263999999999994,2016-05
1638,2014-11-26,Tigard,Oregon,Technology,Phones,438.336,4,-87.66720000000004,2014-11
1647,2015-11-01,Philadelphia,Pennsylvania,Technology,Accessories,35.36000000000001,2,-3.0939999999999994,2015-11
1650,2015-09-26,Philadelphia,Pennsylvania,Technology,Phones,45.894,1,-9.1788,2015-09
1654,2017-11-18,Seattle,Washington,Technology,Accessories,132.52,4,54.333200000000005,2017-11
1659,2017-01-20,Los Angeles,California,Technology,Phones,160.776,3,10.048500000000004,2017-01
1665,2016-11-24,Dallas,Texas,Technology,Accessories,297.576,3,-7.439400000000035,2016-11
1667,2016-11-24,Dallas,Texas,Technology,Accessories,94.992,2,-2.374800000000004,2016-11
1671,2017-10-19,Houston,Texas,Technology,Phones,16.68,3,5.2125,2017-10
1672,2016-03-22,North Las Vegas,Nevada,Technology,Accessories,58.58,2,19.331399999999995,2016-03
1673,2017-07-03,Plano,Texas,Technology,Phones,167.96800000000002,4,62.988,2017-07
1680,2014-09-07,Philadelphia,Pennsylvania,Technology,Phones,32.382,3,4.317599999999999,2014-09
1694,2016-06-26,Plano,Texas,Technology,Accessories,13.616,2,3.574200000000001,2016-06
1695,2015-09-25,Bayonne,New Jersey,Technology,Accessories,63.96,4,19.8276,2015-09
1697,2015-09-25,Bayonne,New Jersey,Technology,Phones,104.98,2,52.49,2015-09
1708,2017-10-30,San Francisco,California,Technology,Phones,148.48,2,16.703999999999986,2017-10
1722,2015-12-20,Chicago,Illinois,Technology,Phones,159.984,2,11.998799999999996,2015-12
1723,2015-12-20,Chicago,Illinois,Technology,Accessories,255.968,4,51.1936,2015-12
1729,2016-02-07,Springfield,Virginia,Technology,Accessories,100.0,4,21.0,2016-02
1736,2017-07-29,Jacksonville,North Carolina,Technology,Phones,22.0,5,1.375,2017-07
1739,2015-09-03,San Francisco,California,Technology,Accessories,17.9,2,3.400999999999998,2015-09
1740,2015-09-03,San Francisco,California,Technology,Accessories,129.45,5,46.602,2015-09
1745,2017-10-30,Philadelphia,Pennsylvania,Technology,Accessories,442.4,7,-55.30000000000007,2017-10
1759,2014-05-11,Houston,Texas,Technology,Accessories,46.864,2,7.615399999999994,2014-05
1773,2016-11-27,Chicago,Illinois,Technology,Accessories,62.400000000000006,6,19.499999999999996,2016-11
1780,2016-11-11,New York City,New York,Technology,Accessories,59.97,3,14.992499999999996,2016-11
1785,2017-09-22,Milwaukee,Wisconsin,Technology,Accessories,98.16,6,9.815999999999995,2017-09
1787,2017-09-22,Milwaukee,Wisconsin,Technology,Phones,86.97,3,25.22129999999999,2017-09
1788,2015-02-15,Kenosha,Wisconsin,Technology,Phones,134.97,3,64.78559999999999,2015-02
1790,2015-02-15,Kenosha,Wisconsin,Technology,Accessories,139.95,5,26.590499999999988,2015-02
1797,2017-08-27,New York City,New York,Technology,Phones,347.97,3,100.91129999999995,2017-08
1805,2017-09-22,Philadelphia,Pennsylvania,Technology,Accessories,79.98400000000001,2,22.995400000000004,2017-09
1808,2016-12-25,Los Angeles,California,Technology,Accessories,254.24,7,76.27199999999998,2016-12
1809,2016-02-11,Tulsa,Oklahoma,Technology,Phones,69.93,7,0.6992999999999991,2016-02
1845,2017-07-29,Seattle,Washington,Technology,Accessories,90.57,3,11.774100000000004,2017-07
1851,2015-07-20,South Bend,Indiana,Technology,Accessories,831.2,5,124.68000000000004,2015-07
1860,2015-09-03,Bristol,Connecticut,Technology,Phones,100.49,1,25.1225,2015-09
1862,2017-03-26,New York City,New York,Technology,Phones,119.96,4,33.588800000000006,2017-03
1866,2017-11-12,Newark,Ohio,Technology,Phones,370.782,3,-92.69550000000004,2017-11
1877,2017-03-25,San Antonio,Texas,Technology,Phones,470.3760000000001,3,47.037600000000026,2017-03
1879,2017-12-29,Los Angeles,California,Technology,Phones,302.376,3,22.678200000000015,2017-12
1902,2016-08-20,Detroit,Michigan,Technology,Phones,14.78,2,3.9906000000000006,2016-08
1905,2017-10-21,Springfield,Oregon,Technology,Accessories,28.4,2,6.744999999999998,2017-10
1911,2016-11-15,Los Angeles,California,Technology,Accessories,99.39,3,40.7499,2016-11
1913,2017-07-03,Houston,Texas,Technology,Machines,597.1320000000001,3,49.76099999999997,2017-07
1914,2014-01-15,Roswell,Georgia,Technology,Accessories,149.95,5,65.97800000000001,2014-01
1919,2015-10-30,Detroit,Michigan,Technology,Phones,299.9,2,74.975,2015-10
1923,2016-07-08,Arlington,Texas,Technology,Phones,863.6400000000001,9,107.95499999999998,2016-07
1926,2017-03-09,San Francisco,California,Technology,Accessories,199.98,2,69.993,2017-03
1927,2016-06-09,Los Angeles,California,Technology,Phones,177.48000000000002,3,19.966499999999986,2016-06
1931,2017-03-16,Seattle,Washington,Technology,Phones,659.9760000000001,3,49.49819999999997,2017-03
1932,2016-11-27,Scottsdale,Arizona,Technology,Phones,271.992,1,23.7993,2016-11
1936,2017-11-27,San Francisco,California,Technology,Accessories,166.16,8,59.8176,2017-11
1945,2016-06-20,Carrollton,Texas,Technology,Accessories,95.968,4,26.3912,2016-06
